Judges 9:16	127	Jerubbaal	gideon	gideon
Judges 9:19	50	Jerubbaal	gideon	gideon
Judges 9:21	0	Jotham	-	jotham-king-of-judah
Judges 9:24	46	Jerubbaal	gideon	gideon
Judges 9:28	112	Jerubbaal	gideon	gideon
Judges 9:57	89	Jotham	-	jotham-king-of-judah
Judges 9:57	107	Jerubbaal	gideon	gideon
Judges 11:29	69	Manasseh	-	manasseh-king-of-judah
Judges 12:4	227	Manasseh	-	manasseh-king-of-judah
Judges 13:24	36	Samson	samson	samson
Judges 14:1	0	Samson	samson	samson
Judges 14:3	183	Samson	samson	samson
Judges 14:5	10	Samson	samson	samson
Judges 14:7	57	Samson	samson	samson
Judges 14:10	39	Samson	samson	samson
Judges 14:12	0	Samson	samson	samson
Judges 14:15	33	Samson	samson	samson
Judges 14:16	0	Samson	samson	samson
Judges 14:20	4	Samson	samson	samson
Judges 15:1	49	Samson	samson	samson
Judges 15:3	0	Samson	samson	samson
Judges 15:4	0	Samson	samson	samson
Judges 15:6	60	Samson	samson	samson
Judges 15:7	0	Samson	samson	samson
Judges 15:10	94	Samson	samson	samson
Judges 15:11	83	Samson	samson	samson
Judges 15:12	109	Samson	samson	samson
Judges 15:16	0	Samson	samson	samson
Judges 16:1	0	Samson	samson	samson
Judges 16:2	24	Samson	samson	samson
Judges 16:3	0	Samson	samson	samson
Judges 16:4	88	Delilah	delilah	delilah
Judges 16:6	0	Delilah	delilah	delilah
Judges 16:6	16	Samson	samson	samson
Judges 16:7	0	Samson	samson	samson
Judges 16:9	95	Samson	samson	samson
Judges 16:10	0	Delilah	delilah	delilah
Judges 16:10	16	Samson	samson	samson
Judges 16:12	3	Delilah	delilah	delilah
Judges 16:12	98	Samson	samson	samson
Judges 16:13	0	Delilah	delilah	delilah
Judges 16:13	16	Samson	samson	samson
Judges 16:14	76	Samson	samson	samson
Judges 16:18	5	Delilah	delilah	delilah
Judges 16:20	41	Samson	samson	samson
Judges 16:23	153	Samson	samson	samson
Judges 16:25	51	Samson	samson	samson
Judges 16:25	102	Samson	samson	samson
Judges 16:26	4	Samson	samson	samson
Judges 16:27	167	Samson	samson	samson
Judges 16:28	0	Samson	samson	samson
Judges 16:29	0	Samson	samson	samson
Judges 16:30	0	Samson	samson	samson
Judges 18:30	107	Moses	moses	moses
Judges 20:28	25	Eleazar	-	eleazar-in-jesus-genealogy
Judges 20:28	45	Aaron	aaron	aaron
Ruth 1:2	60	Naomi	naomi	naomi
Ruth 1:3	11	Naomi	naomi	naomi
Ruth 1:4	114	Ruth	ruth	ruth
Ruth 1:8	0	Naomi	naomi	naomi
Ruth 1:11	0	Naomi	naomi	naomi
Ruth 1:14	86	Ruth	ruth	ruth
Ruth 1:16	0	Ruth	ruth	ruth
Ruth 1:19	143	Naomi	naomi	naomi
Ruth 1:20	33	Naomi	naomi	naomi
Ruth 1:21	80	Naomi	naomi	naomi
Ruth 1:22	3	Naomi	naomi	naomi
Ruth 1:22	23	Ruth	ruth	ruth
Ruth 2:1	0	Naomi	naomi	naomi
Ruth 2:1	108	Boaz	boaz	boaz
Ruth 2:2	0	Ruth	ruth	ruth
Ruth 2:2	27	Naomi	naomi	naomi
Ruth 2:3	129	Boaz	boaz	boaz
Ruth 2:4	8	Boaz	boaz	boaz
Ruth 2:5	5	Boaz	boaz	boaz
Ruth 2:6	94	Naomi	naomi	naomi
Ruth 2:8	5	Boaz	boaz	boaz
Ruth 2:8	18	Ruth	ruth	ruth
Ruth 2:11	0	Boaz	boaz	boaz
Ruth 2:14	13	Boaz	boaz	boaz
Ruth 2:15	32	Boaz	boaz	boaz
Ruth 2:19	214	Boaz	boaz	boaz
Ruth 2:20	0	Naomi	naomi	naomi
Ruth 2:20	131	Naomi	naomi	naomi
Ruth 2:21	0	Ruth	ruth	ruth
Ruth 2:22	0	Naomi	naomi	naomi
Ruth 2:22	14	Ruth	ruth	ruth
Ruth 2:23	38	Boaz	boaz	boaz
Ruth 3:1	0	Naomi	naomi	naomi
Ruth 3:2	10	Boaz	boaz	boaz
Ruth 3:7	5	Boaz	boaz	boaz
Ruth 3:9	44	Ruth	ruth	ruth
Ruth 4:1	4	Boaz	boaz	boaz
Ruth 4:1	83	Boaz	boaz	boaz
Ruth 4:3	30	Naomi	naomi	naomi
Ruth 4:5	5	Boaz	boaz	boaz
Ruth 4:5	63	Naomi	naomi	naomi
Ruth 4:5	96	Ruth	ruth	ruth
Ruth 4:8	28	Boaz	boaz	boaz
Ruth 4:9	0	Boaz	boaz	boaz
Ruth 4:9	177	Naomi	naomi	naomi
Ruth 4:10	9	Ruth	ruth	ruth
Ruth 4:11	138	Rachel	rachel	rachel
Ruth 4:11	154	Leah	leah	leah
Ruth 4:12	36	Perez	perez	perez
Ruth 4:13	3	Boaz	boaz	boaz
Ruth 4:13	13	Ruth	ruth	ruth
Ruth 4:14	18	Naomi	naomi	naomi
Ruth 4:16	0	Naomi	naomi	naomi
Ruth 4:17	69	Naomi	naomi	naomi
Ruth 4:17	92	Obed	obed	obed
Ruth 4:17	118	Jesse	jesse	jesse
Ruth 4:17	139	David	david	david
Ruth 4:18	46	Perez	perez	perez
Ruth 4:18	53	Perez	perez	perez
Ruth 4:18	80	Hezron	hezron-son-of-perez	hezron-son-of-perez
Ruth 4:19	4	Hezron	hezron-son-of-perez	hezron-son-of-perez
Ruth 4:19	32	Ram	ram-son-of-hezron	ram-son-of-hezron
Ruth 4:19	41	Ram	ram-son-of-hezron	ram-son-of-hezron
Ruth 4:19	66	Amminadab	amminadab	amminadab
Ruth 4:20	4	Amminadab	amminadab	amminadab
Ruth 4:20	35	Nahshon	nahshon	nahshon
Ruth 4:20	48	Nahshon	nahshon	nahshon
Ruth 4:20	77	Salmon	salmon-father-of-boaz	salmon-father-of-boaz
Ruth 4:21	4	Salmon	salmon-father-of-boaz	salmon-father-of-boaz
Ruth 4:21	32	Boaz	boaz	boaz
Ruth 4:21	42	Boaz	boaz	boaz
Ruth 4:21	68	Obed	obed	obed
Ruth 4:22	4	Obed	obed	obed
Ruth 4:22	30	Jesse	jesse	jesse
Ruth 4:22	41	Jesse	jesse	jesse
Ruth 4:22	68	David	david	david
1 Samuel 1:20	76	Samuel	samuel	samuel
1 Samuel 2:18	4	Samuel	samuel	samuel
1 Samuel 2:21	91	Samuel	samuel	samuel
1 Samuel 2:26	10	Samuel	samuel	samuel
1 Samuel 3:1	10	Samuel	samuel	samuel
1 Samuel 3:3	40	Samuel	samuel	samuel
1 Samuel 3:4	14	Samuel	samuel	samuel
1 Samuel 3:6	26	Samuel	samuel	samuel
1 Samuel 3:6	35	Samuel	samuel	samuel
1 Samuel 3:7	4	Samuel	samuel	samuel
1 Samuel 3:8	14	Samuel	samuel	samuel
1 Samuel 3:9	22	Samuel	samuel	samuel
1 Samuel 3:9	140	Samuel	samuel	samuel
1 Samuel 3:10	55	Samuel	samuel	samuel
1 Samuel 3:10	63	Samuel	samuel	samuel
1 Samuel 3:10	77	Samuel	samuel	samuel
1 Samuel 3:11	15	Samuel	samuel	samuel
1 Samuel 3:15	0	Samuel	samuel	samuel
1 Samuel 3:15	70	Samuel	samuel	samuel
1 Samuel 3:16	16	Samuel	samuel	samuel
1 Samuel 3:16	35	Samuel	samuel	samuel
1 Samuel 3:18	0	Samuel	samuel	samuel
1 Samuel 3:19	0	Samuel	samuel	samuel
1 Samuel 3:20	48	Samuel	samuel	samuel
1 Samuel 3:21	64	Samuel	samuel	samuel
1 Samuel 4:1	12	Samuel	samuel	samuel
1 Samuel 6:14	32	Joshua	-	joshua
1 Samuel 6:18	270	Joshua	-	joshua
1 Samuel 7:1	121	Eleazar	-	eleazar-in-jesus-genealogy
1 Samuel 7:3	0	Samuel	samuel	samuel
1 Samuel 7:5	0	Samuel	samuel	samuel
1 Samuel 7:6	156	Samuel	samuel	samuel
1 Samuel 7:8	31	Samuel	samuel	samuel
1 Samuel 7:9	0	Samuel	samuel	samuel
1 Samuel 7:9	82	Samuel	samuel	samuel
1 Samuel 7:10	3	Samuel	samuel	samuel
1 Samuel 7:12	5	Samuel	samuel	samuel
1 Samuel 7:13	144	Samuel	samuel	samuel
1 Samuel 7:15	0	Samuel	samuel	samuel
1 Samuel 8:1	5	Samuel	samuel	samuel
1 Samuel 8:2	68	Abijah	-	abijah-king-of-judah
1 Samuel 8:4	71	Samuel	samuel	samuel
1 Samuel 8:6	25	Samuel	samuel	samuel
1 Samuel 8:6	79	Samuel	samuel	samuel
1 Samuel 8:7	15	Samuel	samuel	samuel
1 Samuel 8:10	0	Samuel	samuel	samuel
1 Samuel 8:19	49	Samuel	samuel	samuel
1 Samuel 8:21	0	Samuel	samuel	samuel
1 Samuel 8:22	15	Samuel	samuel	samuel
1 Samuel 8:22	70	Samuel	samuel	samuel
1 Samuel 9:2	29	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:3	21	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:3	60	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:5	40	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:7	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:8	21	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:10	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:14	64	Samuel	samuel	samuel
1 Samuel 9:15	27	Samuel	samuel	samuel
1 Samuel 9:15	47	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:17	5	Samuel	samuel	samuel
1 Samuel 9:17	16	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:18	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:18	21	Samuel	samuel	samuel
1 Samuel 9:19	0	Samuel	samuel	samuel
1 Samuel 9:19	16	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:21	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:22	0	Samuel	samuel	samuel
1 Samuel 9:22	12	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:23	0	Samuel	samuel	samuel
1 Samuel 9:24	72	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:24	78	Samuel	samuel	samuel
1 Samuel 9:24	264	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:24	278	Samuel	samuel	samuel
1 Samuel 9:25	74	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:26	38	Samuel	samuel	samuel
1 Samuel 9:26	55	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:26	121	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:26	168	Samuel	samuel	samuel
1 Samuel 9:27	48	Samuel	samuel	samuel
1 Samuel 9:27	63	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 9:27	130	Samuel	samuel	samuel
1 Samuel 10:1	5	Samuel	samuel	samuel
1 Samuel 10:2	68	Rachel	rachel	rachel
1 Samuel 10:9	55	Samuel	samuel	samuel
1 Samuel 10:10	78	Spirit of God	holy-spirit	holy-spirit
1 Samuel 10:11	168	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 10:12	90	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 10:14	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 10:14	145	Samuel	samuel	samuel
1 Samuel 10:15	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 10:15	40	Samuel	samuel	samuel
1 Samuel 10:16	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 10:16	125	Samuel	samuel	samuel
1 Samuel 10:17	0	Samuel	samuel	samuel
1 Samuel 10:20	3	Samuel	samuel	samuel
1 Samuel 10:21	105	Saul the son of Kish	saul-king-of-israel	saul-king-of-israel
1 Samuel 10:24	0	Samuel	samuel	samuel
1 Samuel 10:25	5	Samuel	samuel	samuel
1 Samuel 10:25	114	Samuel	samuel	samuel
1 Samuel 10:26	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:5	8	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:5	59	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:6	30	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:7	166	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:7	181	Samuel	samuel	samuel
1 Samuel 11:11	17	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:12	19	Samuel	samuel	samuel
1 Samuel 11:12	55	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:13	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:14	5	Samuel	samuel	samuel
1 Samuel 11:15	51	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 11:15	160	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 12:1	0	Samuel	samuel	samuel
1 Samuel 12:6	0	Samuel	samuel	samuel
1 Samuel 12:6	55	Moses	moses	moses
1 Samuel 12:6	65	Aaron	aaron	aaron
1 Samuel 12:8	6	Jacob	jacob	jacob
1 Samuel 12:8	84	Moses	moses	moses
1 Samuel 12:8	94	Aaron	aaron	aaron
1 Samuel 12:11	12	Jerubbaal	gideon	gideon
1 Samuel 12:11	44	Samuel	samuel	samuel
1 Samuel 12:18	3	Samuel	samuel	samuel
1 Samuel 12:18	117	Samuel	samuel	samuel
1 Samuel 12:19	23	Samuel	samuel	samuel
1 Samuel 12:20	0	Samuel	samuel	samuel
1 Samuel 13:1	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:2	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:2	85	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:3	99	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:4	22	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:4	182	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:7	91	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:8	51	Samuel	samuel	samuel
1 Samuel 13:8	63	Samuel	samuel	samuel
1 Samuel 13:9	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:10	85	Samuel	samuel	samuel
1 Samuel 13:10	102	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:11	0	Samuel	samuel	samuel
1 Samuel 13:11	35	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:13	0	Samuel	samuel	samuel
1 Samuel 13:13	15	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:15	0	Samuel	samuel	samuel
1 Samuel 13:15	58	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:16	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:22	127	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 13:22	150	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:1	47	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:2	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:16	16	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:17	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:18	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:19	6	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:19	111	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:20	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:21	174	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:24	48	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:33	15	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:34	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:35	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:36	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:37	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:38	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:40	122	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:41	10	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:41	81	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:42	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:43	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:44	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:45	19	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:46	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:47	9	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:49	16	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:50	12	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:50	123	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:51	23	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:52	61	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 14:52	76	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:1	0	Samuel	samuel	samuel
1 Samuel 15:1	15	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:4	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:5	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:6	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:7	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:9	4	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:10	27	Samuel	samuel	samuel
1 Samuel 15:11	34	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:11	133	Samuel	samuel	samuel
1 Samuel 15:12	0	Samuel	samuel	samuel
1 Samuel 15:12	26	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:12	51	Samuel	samuel	samuel
1 Samuel 15:12	77	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:13	0	Samuel	samuel	samuel
1 Samuel 15:13	15	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:13	25	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:14	0	Samuel	samuel	samuel
1 Samuel 15:15	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:16	5	Samuel	samuel	samuel
1 Samuel 15:16	20	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:17	0	Samuel	samuel	samuel
1 Samuel 15:20	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:20	13	Samuel	samuel	samuel
1 Samuel 15:22	0	Samuel	samuel	samuel
1 Samuel 15:24	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:24	13	Samuel	samuel	samuel
1 Samuel 15:26	0	Samuel	samuel	samuel
1 Samuel 15:26	15	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:27	3	Samuel	samuel	samuel
1 Samuel 15:27	36	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:28	0	Samuel	samuel	samuel
1 Samuel 15:31	3	Samuel	samuel	samuel
1 Samuel 15:31	25	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:31	35	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:32	5	Samuel	samuel	samuel
1 Samuel 15:33	0	Samuel	samuel	samuel
1 Samuel 15:33	106	Samuel	samuel	samuel
1 Samuel 15:34	5	Samuel	samuel	samuel
1 Samuel 15:34	31	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:35	0	Samuel	samuel	samuel
1 Samuel 15:35	27	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:35	64	Samuel	samuel	samuel
1 Samuel 15:35	83	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 15:35	125	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:1	15	Samuel	samuel	samuel
1 Samuel 16:1	52	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:1	165	Jesse	jesse	jesse
1 Samuel 16:2	0	Samuel	samuel	samuel
1 Samuel 16:2	31	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:3	5	Jesse	jesse	jesse
1 Samuel 16:4	0	Samuel	samuel	samuel
1 Samuel 16:5	128	Jesse	jesse	jesse
1 Samuel 16:7	19	Samuel	samuel	samuel
1 Samuel 16:8	5	Jesse	jesse	jesse
1 Samuel 16:8	53	Samuel	samuel	samuel
1 Samuel 16:9	5	Jesse	jesse	jesse
1 Samuel 16:10	0	Jesse	jesse	jesse
1 Samuel 16:10	44	Samuel	samuel	samuel
1 Samuel 16:10	52	Samuel	samuel	samuel
1 Samuel 16:10	67	Jesse	jesse	jesse
1 Samuel 16:11	0	Samuel	samuel	samuel
1 Samuel 16:11	15	Jesse	jesse	jesse
1 Samuel 16:11	128	Samuel	samuel	samuel
1 Samuel 16:11	143	Jesse	jesse	jesse
1 Samuel 16:13	5	Samuel	samuel	samuel
1 Samuel 16:13	120	David	david	david
1 Samuel 16:13	152	Samuel	samuel	samuel
1 Samuel 16:14	34	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:15	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:17	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:18	76	Jesse	jesse	jesse
1 Samuel 16:19	10	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:19	34	Jesse	jesse	jesse
1 Samuel 16:19	60	David	david	david
1 Samuel 16:20	0	Jesse	jesse	jesse
1 Samuel 16:20	96	David	david	david
1 Samuel 16:20	113	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:21	0	David	david	david
1 Samuel 16:21	14	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:22	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:22	13	Jesse	jesse	jesse
1 Samuel 16:22	40	David	david	david
1 Samuel 16:23	32	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 16:23	38	David	david	david
1 Samuel 16:23	88	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:2	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:8	157	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:11	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:12	4	David	david	david
1 Samuel 17:12	76	Jesse	jesse	jesse
1 Samuel 17:12	152	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:13	25	Jesse	jesse	jesse
1 Samuel 17:13	46	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:14	0	David	david	david
1 Samuel 17:14	54	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:15	4	David	david	david
1 Samuel 17:15	35	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:17	0	Jesse	jesse	jesse
1 Samuel 17:17	14	David	david	david
1 Samuel 17:19	4	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:20	0	David	david	david
1 Samuel 17:20	92	Jesse	jesse	jesse
1 Samuel 17:22	0	David	david	david
1 Samuel 17:23	161	David	david	david
1 Samuel 17:26	0	David	david	david
1 Samuel 17:28	90	David	david	david
1 Samuel 17:29	0	David	david	david
1 Samuel 17:31	32	David	david	david
1 Samuel 17:31	72	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:32	0	David	david	david
1 Samuel 17:32	14	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:33	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:33	13	David	david	david
1 Samuel 17:34	0	David	david	david
1 Samuel 17:34	14	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:37	0	David	david	david
1 Samuel 17:37	153	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:37	166	David	david	david
1 Samuel 17:38	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:38	13	David	david	david
1 Samuel 17:39	0	David	david	david
1 Samuel 17:39	90	David	david	david
1 Samuel 17:39	104	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:39	168	David	david	david
1 Samuel 17:41	39	David	david	david
1 Samuel 17:42	43	David	david	david
1 Samuel 17:43	23	David	david	david
1 Samuel 17:43	99	David	david	david
1 Samuel 17:44	23	David	david	david
1 Samuel 17:45	5	David	david	david
1 Samuel 17:48	60	David	david	david
1 Samuel 17:48	67	David	david	david
1 Samuel 17:49	0	David	david	david
1 Samuel 17:50	3	David	david	david
1 Samuel 17:50	151	David	david	david
1 Samuel 17:51	5	David	david	david
1 Samuel 17:54	0	David	david	david
1 Samuel 17:55	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:55	14	David	david	david
1 Samuel 17:57	3	David	david	david
1 Samuel 17:57	94	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:58	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 17:58	54	David	david	david
1 Samuel 17:58	100	Jesse	jesse	jesse
1 Samuel 18:1	33	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:1	86	David	david	david
1 Samuel 18:2	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:3	18	David	david	david
1 Samuel 18:4	70	David	david	david
1 Samuel 18:5	0	David	david	david
1 Samuel 18:5	24	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:5	71	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:5	174	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:6	19	David	david	david
1 Samuel 18:6	154	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:7	57	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:7	91	David	david	david
1 Samuel 18:8	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:8	85	David	david	david
1 Samuel 18:9	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:9	13	David	david	david
1 Samuel 18:10	58	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:10	110	David	david	david
1 Samuel 18:10	160	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:11	4	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:11	51	David	david	david
1 Samuel 18:11	76	David	david	david
1 Samuel 18:12	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:12	19	David	david	david
1 Samuel 18:12	77	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:13	10	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:14	0	David	david	david
1 Samuel 18:15	5	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:16	31	David	david	david
1 Samuel 18:17	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:17	13	David	david	david
1 Samuel 18:17	143	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:18	0	David	david	david
1 Samuel 18:18	14	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:19	28	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:19	71	David	david	david
1 Samuel 18:20	8	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:20	31	David	david	david
1 Samuel 18:20	52	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:21	0	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:21	134	Saul	saul-king-of-israel	paul-of-tarsus
1 Samuel 18:21	147	David	david	david
1 Samuel 18:22	0	Saul	saul-king-of-israel	paul-of-tarsus
